"","ID","Income.Group"
"8299",40860,"<=50K"
"8300",40861,">50K"
"8301",40862,"<=50K"
"8302",40863,"<=50K"
"8303",40864,"<=50K"
"8304",40865,"<=50K"
"8305",40866,"<=50K"
"8306",40867,">50K"
"8307",40868,"<=50K"
"8308",40869,"<=50K"
"8309",40870,"<=50K"
"8310",40871,"<=50K"
"8311",40872,"<=50K"
"8312",40873,">50K"
"8313",40874,"<=50K"
"8314",40875,"<=50K"
"8315",40876,"<=50K"
"8316",40877,"<=50K"
"8317",40878,"<=50K"
"8318",40879,"<=50K"
"8319",40880,"<=50K"
"8320",40881,">50K"
"8321",40882,"<=50K"
"8322",40883,">50K"
"8323",40884,"<=50K"
"8324",40885,"<=50K"
"8325",40886,"<=50K"
"8326",40887,"<=50K"
"8327",40888,"<=50K"
"8328",40889,">50K"
"8329",40890,"<=50K"
"8330",40891,">50K"
"8331",40892,"<=50K"
"8332",40893,">50K"
"8333",40894,"<=50K"
"8334",40895,">50K"
"8335",40896,"<=50K"
"8336",40897,"<=50K"
"8337",40898,"<=50K"
"8338",40899,"<=50K"
"8339",40900,"<=50K"
"8340",40901,">50K"
"8341",40902,"<=50K"
"8342",40903,"<=50K"
"8343",40904,"<=50K"
"8344",40905,"<=50K"
"8345",40906,"<=50K"
"8346",40907,"<=50K"
"8347",40908,"<=50K"
"8348",40909,"<=50K"
"8349",40910,"<=50K"
"8350",40911,"<=50K"
"8351",40912,"<=50K"
"8352",40913,"<=50K"
"8353",40914,"<=50K"
"8354",40915,">50K"
"8355",40916,"<=50K"
"8356",40917,"<=50K"
"8357",40918,"<=50K"
"8358",40919,">50K"
"8359",40920,"<=50K"
"8360",40921,"<=50K"
"8361",40922,"<=50K"
"8362",40923,"<=50K"
"8363",40924,"<=50K"
"8364",40925,"<=50K"
"8365",40926,"<=50K"
"8366",40927,"<=50K"
"8367",40928,"<=50K"
"8368",40929,"<=50K"
"8369",40930,">50K"
"8370",40931,"<=50K"
"8371",40932,"<=50K"
"8372",40933,"<=50K"
"8373",40934,"<=50K"
"8374",40935,">50K"
"8375",40936,"<=50K"
"8376",40937,"<=50K"
"8377",40938,">50K"
"8378",40939,"<=50K"
"8379",40940,"<=50K"
"8380",40941,"<=50K"
"8381",40942,"<=50K"
"8382",40943,"<=50K"
"8383",40944,"<=50K"
"8384",40945,"<=50K"
"8385",40946,"<=50K"
"8386",40947,"<=50K"
"8387",40948,"<=50K"
"8388",40949,"<=50K"
"8389",40950,"<=50K"
"8390",40951,"<=50K"
"8391",40952,"<=50K"
"8392",40953,"<=50K"
"8393",40954,"<=50K"
"8394",40955,"<=50K"
"8395",40956,"<=50K"
"8396",40957,"<=50K"
"8397",40958,"<=50K"
"8398",40959,"<=50K"
"8399",40960,"<=50K"
"8400",40961,"<=50K"
"8401",40962,">50K"
"8402",40963,"<=50K"
"8403",40964,"<=50K"
"8404",40965,"<=50K"
"8405",40966,">50K"
"8406",40967,"<=50K"
"8407",40968,"<=50K"
"8408",40969,"<=50K"
"8409",40970,"<=50K"
"8410",40971,">50K"
"8411",40972,">50K"
"8412",40973,">50K"
"8413",40974,">50K"
"8414",40975,">50K"
"8415",40976,"<=50K"
"8416",40977,"<=50K"
"8417",40978,"<=50K"
"8418",40979,"<=50K"
"8419",40980,"<=50K"
"8420",40981,"<=50K"
"8421",40982,"<=50K"
"8422",40983,"<=50K"
"8423",40984,"<=50K"
"8424",40985,"<=50K"
"8425",40986,">50K"
"8426",40987,"<=50K"
"8427",40988,"<=50K"
"8428",40989,"<=50K"
"8429",40990,">50K"
"8430",40991,">50K"
"8431",40992,"<=50K"
"8432",40993,"<=50K"
"8433",40994,"<=50K"
"8434",40995,">50K"
"8435",40996,">50K"
"8436",40997,">50K"
"8437",40998,">50K"
"8438",40999,"<=50K"
"8439",41000,">50K"
"8440",41001,">50K"
"8441",41002,"<=50K"
"8442",41003,">50K"
"8443",41004,"<=50K"
"8444",41005,"<=50K"
"8445",41006,"<=50K"
"8446",41007,"<=50K"
"8447",41008,"<=50K"
"8448",41009,"<=50K"
"8449",41010,">50K"
"8450",41011,">50K"
"8451",41012,"<=50K"
"8452",41013,">50K"
"8453",41014,"<=50K"
"8454",41015,"<=50K"
"8455",41016,"<=50K"
"8456",41017,"<=50K"
"8457",41018,"<=50K"
"8458",41019,"<=50K"
"8459",41020,"<=50K"
"8460",41021,"<=50K"
"8461",41022,"<=50K"
"8462",41023,"<=50K"
"8463",41024,"<=50K"
"8464",41025,"<=50K"
"8465",41026,"<=50K"
"8466",41027,"<=50K"
"8467",41028,"<=50K"
"8468",41029,"<=50K"
"8469",41030,"<=50K"
"8470",41031,"<=50K"
"8471",41032,"<=50K"
"8472",41033,"<=50K"
"8473",41034,"<=50K"
"8474",41035,"<=50K"
"8475",41036,"<=50K"
"8476",41037,"<=50K"
"8477",41038,"<=50K"
"8478",41039,"<=50K"
"8479",41040,"<=50K"
"8480",41041,">50K"
"8481",41042,"<=50K"
"8482",41043,"<=50K"
"8483",41044,"<=50K"
"8484",41045,"<=50K"
"8485",41046,"<=50K"
"8486",41047,"<=50K"
"8487",41048,"<=50K"
"8488",41049,"<=50K"
"8489",41050,">50K"
"8490",41051,">50K"
"8491",41052,"<=50K"
"8492",41053,"<=50K"
"8493",41054,"<=50K"
"8494",41055,"<=50K"
"8495",41056,"<=50K"
"8496",41057,"<=50K"
"8497",41058,"<=50K"
"8498",41059,"<=50K"
"8499",41060,"<=50K"
"8500",41061,">50K"
"8501",41062,"<=50K"
"8502",41063,"<=50K"
"8503",41064,"<=50K"
"8504",41065,">50K"
"8505",41066,">50K"
"8506",41067,"<=50K"
"8507",41068,"<=50K"
"8508",41069,">50K"
"8509",41070,"<=50K"
"8510",41071,"<=50K"
"8511",41072,">50K"
"8512",41073,"<=50K"
"8513",41074,">50K"
"8514",41075,">50K"
"8515",41076,">50K"
"8516",41077,">50K"
"8517",41078,">50K"
"8518",41079,"<=50K"
"8519",41080,">50K"
"8520",41081,"<=50K"
"8521",41082,">50K"
"8522",41083,"<=50K"
"8523",41084,"<=50K"
"8524",41085,"<=50K"
"8525",41086,"<=50K"
"8526",41087,">50K"
"8527",41088,">50K"
"8528",41089,"<=50K"
"8529",41090,"<=50K"
"8530",41091,"<=50K"
"8531",41092,"<=50K"
"8532",41093,"<=50K"
"8533",41094,"<=50K"
"8534",41095,"<=50K"
"8535",41096,"<=50K"
"8536",41097,"<=50K"
"8537",41098,"<=50K"
"8538",41099,"<=50K"
"8539",41100,"<=50K"
"8540",41101,"<=50K"
"8541",41102,"<=50K"
"8542",41103,"<=50K"
"8543",41104,"<=50K"
"8544",41105,"<=50K"
"8545",41106,"<=50K"
"8546",41107,"<=50K"
"8547",41108,"<=50K"
"8548",41109,"<=50K"
"8549",41110,"<=50K"
"8550",41111,"<=50K"
"8551",41112,"<=50K"
"8552",41113,"<=50K"
"8553",41114,"<=50K"
"8554",41115,"<=50K"
"8555",41116,"<=50K"
"8556",41117,"<=50K"
"8557",41118,"<=50K"
"8558",41119,"<=50K"
"8559",41120,"<=50K"
"8560",41121,"<=50K"
"8561",41122,"<=50K"
"8562",41123,"<=50K"
"8563",41124,"<=50K"
"8564",41125,"<=50K"
"8565",41126,">50K"
"8566",41127,"<=50K"
"8567",41128,"<=50K"
"8568",41129,"<=50K"
"8569",41130,"<=50K"
"8570",41131,"<=50K"
"8571",41132,"<=50K"
"8572",41133,">50K"
"8573",41134,">50K"
"8574",41135,">50K"
"8575",41136,"<=50K"
"8576",41137,"<=50K"
"8577",41138,"<=50K"
"8578",41139,"<=50K"
"8579",41140,">50K"
"8580",41141,"<=50K"
"8581",41142,"<=50K"
"8582",41143,"<=50K"
"8583",41144,"<=50K"
"8584",41145,">50K"
"8585",41146,"<=50K"
"8586",41147,"<=50K"
"8587",41148,"<=50K"
"8588",41149,"<=50K"
"8589",41150,"<=50K"
"8590",41151,"<=50K"
"8591",41152,"<=50K"
"8592",41153,">50K"
"8593",41154,"<=50K"
"8594",41155,"<=50K"
"8595",41156,"<=50K"
"8596",41157,"<=50K"
"8597",41158,">50K"
"8598",41159,"<=50K"
"8599",41160,"<=50K"
"8600",41161,"<=50K"
"8601",41162,"<=50K"
"8602",41163,"<=50K"
"8603",41164,"<=50K"
"8604",41165,">50K"
"8605",41166,"<=50K"
"8606",41167,"<=50K"
"8607",41168,"<=50K"
"8608",41169,"<=50K"
"8609",41170,"<=50K"
"8610",41171,"<=50K"
"8611",41172,">50K"
"8612",41173,"<=50K"
"8613",41174,"<=50K"
"8614",41175,"<=50K"
"8615",41176,">50K"
"8616",41177,"<=50K"
"8617",41178,"<=50K"
"8618",41179,">50K"
"8619",41180,"<=50K"
"8620",41181,"<=50K"
"8621",41182,"<=50K"
"8622",41183,"<=50K"
"8623",41184,"<=50K"
"8624",41185,"<=50K"
"8625",41186,"<=50K"
"8626",41187,"<=50K"
"8627",41188,"<=50K"
"8628",41189,"<=50K"
"8629",41190,"<=50K"
"8630",41191,"<=50K"
"8631",41192,">50K"
"8632",41193,">50K"
"8633",41194,"<=50K"
"8634",41195,">50K"
"8635",41196,"<=50K"
"8636",41197,"<=50K"
"8637",41198,"<=50K"
"8638",41199,"<=50K"
"8639",41200,"<=50K"
"8640",41201,"<=50K"
"8641",41202,"<=50K"
"8642",41203,"<=50K"
"8643",41204,">50K"
"8644",41205,"<=50K"
"8645",41206,"<=50K"
"8646",41207,"<=50K"
"8647",41208,"<=50K"
"8648",41209,"<=50K"
"8649",41210,"<=50K"
"8650",41211,">50K"
"8651",41212,"<=50K"
"8652",41213,"<=50K"
"8653",41214,"<=50K"
"8654",41215,">50K"
"8655",41216,">50K"
"8656",41217,"<=50K"
"8657",41218,"<=50K"
"8658",41219,"<=50K"
"8659",41220,"<=50K"
"8660",41221,"<=50K"
"8661",41222,"<=50K"
"8662",41223,"<=50K"
"8663",41224,"<=50K"
"8664",41225,">50K"
"8665",41226,"<=50K"
"8666",41227,"<=50K"
"8667",41228,">50K"
"8668",41229,"<=50K"
"8669",41230,">50K"
"8670",41231,"<=50K"
"8671",41232,"<=50K"
"8672",41233,"<=50K"
"8673",41234,"<=50K"
"8674",41235,"<=50K"
"8675",41236,"<=50K"
"8676",41237,">50K"
"8677",41238,">50K"
"8678",41239,"<=50K"
"8679",41240,"<=50K"
"8680",41241,"<=50K"
"8681",41242,">50K"
"8682",41243,"<=50K"
"8683",41244,"<=50K"
"8684",41245,"<=50K"
"8685",41246,"<=50K"
"8686",41247,"<=50K"
"8687",41248,">50K"
"8688",41249,"<=50K"
"8689",41250,"<=50K"
"8690",41251,">50K"
"8691",41252,"<=50K"
"8692",41253,"<=50K"
"8693",41254,"<=50K"
"8694",41255,"<=50K"
"8695",41256,"<=50K"
"8696",41257,"<=50K"
"8697",41258,"<=50K"
"8698",41259,"<=50K"
"8699",41260,"<=50K"
"8700",41261,">50K"
"8701",41262,"<=50K"
"8702",41263,"<=50K"
"8703",41264,"<=50K"
"8704",41265,"<=50K"
"8705",41266,">50K"
"8706",41267,">50K"
"8707",41268,"<=50K"
"8708",41269,"<=50K"
"8709",41270,"<=50K"
"8710",41271,"<=50K"
"8711",41272,"<=50K"
"8712",41273,">50K"
"8713",41274,"<=50K"
"8714",41275,"<=50K"
"8715",41276,"<=50K"
"8716",41277,"<=50K"
"8717",41278,">50K"
"8718",41279,"<=50K"
"8719",41280,"<=50K"
"8720",41281,"<=50K"
"8721",41282,">50K"
"8722",41283,"<=50K"
"8723",41284,"<=50K"
"8724",41285,"<=50K"
"8725",41286,"<=50K"
"8726",41287,"<=50K"
"8727",41288,"<=50K"
"8728",41289,"<=50K"
"8729",41290,"<=50K"
"8730",41291,"<=50K"
"8731",41292,"<=50K"
"8732",41293,"<=50K"
"8733",41294,"<=50K"
"8734",41295,"<=50K"
"8735",41296,">50K"
"8736",41297,"<=50K"
"8737",41298,"<=50K"
"8738",41299,"<=50K"
"8739",41300,">50K"
"8740",41301,"<=50K"
"8741",41302,">50K"
"8742",41303,"<=50K"
"8743",41304,">50K"
"8744",41305,"<=50K"
"8745",41306,"<=50K"
"8746",41307,"<=50K"
"8747",41308,">50K"
"8748",41309,"<=50K"
"8749",41310,"<=50K"
"8750",41311,"<=50K"
"8751",41312,"<=50K"
"8752",41313,"<=50K"
"8753",41314,"<=50K"
"8754",41315,"<=50K"
"8755",41316,"<=50K"
"8756",41317,">50K"
"8757",41318,"<=50K"
"8758",41319,">50K"
"8759",41320,"<=50K"
"8760",41321,">50K"
"8761",41322,"<=50K"
"8762",41323,"<=50K"
"8763",41324,"<=50K"
"8764",41325,"<=50K"
"8765",41326,"<=50K"
"8766",41327,"<=50K"
"8767",41328,"<=50K"
"8768",41329,"<=50K"
"8769",41330,"<=50K"
"8770",41331,"<=50K"
"8771",41332,"<=50K"
"8772",41333,"<=50K"
"8773",41334,"<=50K"
"8774",41335,"<=50K"
"8775",41336,">50K"
"8776",41337,"<=50K"
"8777",41338,">50K"
"8778",41339,">50K"
"8779",41340,"<=50K"
"8780",41341,"<=50K"
"8781",41342,"<=50K"
"8782",41343,"<=50K"
"8783",41344,">50K"
"8784",41345,"<=50K"
"8785",41346,"<=50K"
"8786",41347,"<=50K"
"8787",41348,"<=50K"
"8788",41349,"<=50K"
"8789",41350,">50K"
"8790",41351,"<=50K"
"8791",41352,"<=50K"
"8792",41353,"<=50K"
"8793",41354,"<=50K"
"8794",41355,">50K"
"8795",41356,"<=50K"
"8796",41357,"<=50K"
"8797",41358,"<=50K"
"8798",41359,"<=50K"
"8799",41360,"<=50K"
"8800",41361,">50K"
"8801",41362,">50K"
"8802",41363,">50K"
"8803",41364,">50K"
"8804",41365,"<=50K"
"8805",41366,"<=50K"
"8806",41367,"<=50K"
"8807",41368,"<=50K"
"8808",41369,"<=50K"
"8809",41370,"<=50K"
"8810",41371,"<=50K"
"8811",41372,"<=50K"
"8812",41373,">50K"
"8813",41374,"<=50K"
"8814",41375,"<=50K"
"8815",41376,"<=50K"
"8816",41377,">50K"
"8817",41378,"<=50K"
"8818",41379,">50K"
"8819",41380,"<=50K"
"8820",41381,"<=50K"
"8821",41382,"<=50K"
"8822",41383,"<=50K"
"8823",41384,"<=50K"
"8824",41385,"<=50K"
"8825",41386,">50K"
"8826",41387,"<=50K"
"8827",41388,"<=50K"
"8828",41389,">50K"
"8829",41390,"<=50K"
"8830",41391,"<=50K"
"8831",41392,"<=50K"
"8832",41393,"<=50K"
"8833",41394,"<=50K"
"8834",41395,"<=50K"
"8835",41396,"<=50K"
"8836",41397,"<=50K"
"8837",41398,"<=50K"
"8838",41399,">50K"
"8839",41400,"<=50K"
"8840",41401,"<=50K"
"8841",41402,"<=50K"
"8842",41403,"<=50K"
"8843",41404,"<=50K"
"8844",41405,"<=50K"
"8845",41406,"<=50K"
"8846",41407,"<=50K"
"8847",41408,">50K"
"8848",41409,">50K"
"8849",41410,"<=50K"
"8850",41411,"<=50K"
"8851",41412,">50K"
"8852",41413,"<=50K"
"8853",41414,"<=50K"
"8854",41415,"<=50K"
"8855",41416,"<=50K"
"8856",41417,">50K"
"8857",41418,">50K"
"8858",41419,"<=50K"
"8859",41420,"<=50K"
"8860",41421,">50K"
"8861",41422,"<=50K"
"8862",41423,">50K"
"8863",41424,"<=50K"
"8864",41425,"<=50K"
"8865",41426,"<=50K"
"8866",41427,"<=50K"
"8867",41428,"<=50K"
"8868",41429,"<=50K"
"8869",41430,"<=50K"
"8870",41431,"<=50K"
"8871",41432,"<=50K"
"8872",41433,"<=50K"
"8873",41434,"<=50K"
"8874",41435,"<=50K"
"8875",41436,"<=50K"
"8876",41437,"<=50K"
"8877",41438,">50K"
"8878",41439,"<=50K"
"8879",41440,"<=50K"
"8880",41441,"<=50K"
"8881",41442,"<=50K"
"8882",41443,"<=50K"
"8883",41444,"<=50K"
"8884",41445,"<=50K"
"8885",41446,"<=50K"
"8886",41447,"<=50K"
"8887",41448,"<=50K"
"8888",41449,"<=50K"
"8889",41450,"<=50K"
"8890",41451,"<=50K"
"8891",41452,"<=50K"
"8892",41453,"<=50K"
"8893",41454,"<=50K"
"8894",41455,"<=50K"
"8895",41456,"<=50K"
"8896",41457,"<=50K"
"8897",41458,">50K"
"8898",41459,"<=50K"
"8899",41460,"<=50K"
"8900",41461,">50K"
"8901",41462,">50K"
"8902",41463,"<=50K"
"8903",41464,"<=50K"
"8904",41465,"<=50K"
"8905",41466,"<=50K"
"8906",41467,"<=50K"
"8907",41468,"<=50K"
"8908",41469,"<=50K"
"8909",41470,">50K"
"8910",41471,"<=50K"
"8911",41472,"<=50K"
"8912",41473,"<=50K"
"8913",41474,"<=50K"
"8914",41475,">50K"
"8915",41476,"<=50K"
"8916",41477,">50K"
"8917",41478,"<=50K"
"8918",41479,"<=50K"
"8919",41480,">50K"
"8920",41481,"<=50K"
"8921",41482,"<=50K"
"8922",41483,"<=50K"
"8923",41484,"<=50K"
"8924",41485,"<=50K"
"8925",41486,"<=50K"
"8926",41487,"<=50K"
"8927",41488,">50K"
"8928",41489,"<=50K"
"8929",41490,"<=50K"
"8930",41491,"<=50K"
"8931",41492,"<=50K"
"8932",41493,"<=50K"
"8933",41494,"<=50K"
"8934",41495,"<=50K"
"8935",41496,"<=50K"
"8936",41497,"<=50K"
"8937",41498,">50K"
"8938",41499,"<=50K"
"8939",41500,"<=50K"
"8940",41501,"<=50K"
"8941",41502,"<=50K"
"8942",41503,"<=50K"
"8943",41504,"<=50K"
"8944",41505,"<=50K"
"8945",41506,">50K"
"8946",41507,">50K"
"8947",41508,"<=50K"
"8948",41509,"<=50K"
"8949",41510,"<=50K"
"8950",41511,"<=50K"
"8951",41512,">50K"
"8952",41513,"<=50K"
"8953",41514,"<=50K"
"8954",41515,"<=50K"
"8955",41516,"<=50K"
"8956",41517,"<=50K"
"8957",41518,"<=50K"
"8958",41519,"<=50K"
"8959",41520,"<=50K"
"8960",41521,">50K"
"8961",41522,">50K"
"8962",41523,"<=50K"
"8963",41524,"<=50K"
"8964",41525,">50K"
"8965",41526,"<=50K"
"8966",41527,"<=50K"
"8967",41528,"<=50K"
"8968",41529,"<=50K"
"8969",41530,"<=50K"
"8970",41531,"<=50K"
"8971",41532,">50K"
"8972",41533,"<=50K"
"8973",41534,"<=50K"
"8974",41535,"<=50K"
"8975",41536,"<=50K"
"8976",41537,"<=50K"
"8977",41538,"<=50K"
"8978",41539,">50K"
"8979",41540,"<=50K"
"8980",41541,"<=50K"
"8981",41542,">50K"
"8982",41543,"<=50K"
"8983",41544,"<=50K"
"8984",41545,"<=50K"
"8985",41546,"<=50K"
"8986",41547,">50K"
"8987",41548,"<=50K"
"8988",41549,"<=50K"
"8989",41550,"<=50K"
"8990",41551,"<=50K"
"8991",41552,"<=50K"
"8992",41553,"<=50K"
"8993",41554,"<=50K"
"8994",41555,"<=50K"
"8995",41556,"<=50K"
"8996",41557,"<=50K"
"8997",41558,"<=50K"
"8998",41559,"<=50K"
"8999",41560,"<=50K"
"9000",41561,">50K"
"9001",41562,"<=50K"
"9002",41563,">50K"
"9003",41564,">50K"
"9004",41565,"<=50K"
"9005",41566,"<=50K"
"9006",41567,"<=50K"
"9007",41568,">50K"
"9008",41569,"<=50K"
"9009",41570,"<=50K"
"9010",41571,">50K"
"9011",41572,"<=50K"
"9012",41573,"<=50K"
"9013",41574,"<=50K"
"9014",41575,"<=50K"
"9015",41576,"<=50K"
"9016",41577,"<=50K"
"9017",41578,"<=50K"
"9018",41579,"<=50K"
"9019",41580,"<=50K"
"9020",41581,"<=50K"
"9021",41582,">50K"
"9022",41583,"<=50K"
"9023",41584,">50K"
"9024",41585,"<=50K"
"9025",41586,"<=50K"
"9026",41587,"<=50K"
"9027",41588,"<=50K"
"9028",41589,"<=50K"
"9029",41590,">50K"
"9030",41591,">50K"
"9031",41592,"<=50K"
"9032",41593,"<=50K"
"9033",41594,"<=50K"
"9034",41595,"<=50K"
"9035",41596,"<=50K"
"9036",41597,"<=50K"
"9037",41598,"<=50K"
"9038",41599,"<=50K"
"9039",41600,">50K"
"9040",41601,"<=50K"
"9041",41602,"<=50K"
"9042",41603,">50K"
"9043",41604,"<=50K"
"9044",41605,">50K"
"9045",41606,"<=50K"
"9046",41607,"<=50K"
"9047",41608,"<=50K"
"9048",41609,"<=50K"
"9049",41610,"<=50K"
"9050",41611,"<=50K"
"9051",41612,"<=50K"
"9052",41613,"<=50K"
"9053",41614,">50K"
"9054",41615,"<=50K"
"9055",41616,"<=50K"
"9056",41617,"<=50K"
"9057",41618,"<=50K"
"9058",41619,"<=50K"
"9059",41620,"<=50K"
"9060",41621,"<=50K"
"9061",41622,"<=50K"
"9062",41623,"<=50K"
"9063",41624,"<=50K"
"9064",41625,"<=50K"
"9065",41626,"<=50K"
"9066",41627,"<=50K"
"9067",41628,"<=50K"
"9068",41629,"<=50K"
"9069",41630,">50K"
"9070",41631,"<=50K"
"9071",41632,"<=50K"
"9072",41633,"<=50K"
"9073",41634,">50K"
"9074",41635,"<=50K"
"9075",41636,">50K"
"9076",41637,"<=50K"
"9077",41638,"<=50K"
"9078",41639,"<=50K"
"9079",41640,"<=50K"
"9080",41641,"<=50K"
"9081",41642,"<=50K"
"9082",41643,"<=50K"
"9083",41644,"<=50K"
"9084",41645,"<=50K"
"9085",41646,"<=50K"
"9086",41647,"<=50K"
"9087",41648,"<=50K"
"9088",41649,"<=50K"
"9089",41650,">50K"
"9090",41651,"<=50K"
"9091",41652,"<=50K"
"9092",41653,"<=50K"
"9093",41654,"<=50K"
"9094",41655,"<=50K"
"9095",41656,">50K"
"9096",41657,"<=50K"
"9097",41658,"<=50K"
"9098",41659,">50K"
"9099",41660,">50K"
"9100",41661,"<=50K"
"9101",41662,"<=50K"
"9102",41663,"<=50K"
"9103",41664,"<=50K"
"9104",41665,"<=50K"
"9105",41666,"<=50K"
"9106",41667,"<=50K"
"9107",41668,"<=50K"
"9108",41669,"<=50K"
"9109",41670,">50K"
"9110",41671,"<=50K"
"9111",41672,"<=50K"
"9112",41673,"<=50K"
"9113",41674,">50K"
"9114",41675,"<=50K"
"9115",41676,"<=50K"
"9116",41677,"<=50K"
"9117",41678,"<=50K"
"9118",41679,"<=50K"
"9119",41680,"<=50K"
"9120",41681,"<=50K"
"9121",41682,">50K"
"9122",41683,"<=50K"
"9123",41684,"<=50K"
"9124",41685,"<=50K"
"9125",41686,"<=50K"
"9126",41687,"<=50K"
"9127",41688,"<=50K"
"9128",41689,"<=50K"
"9129",41690,"<=50K"
"9130",41691,"<=50K"
"9131",41692,"<=50K"
"9132",41693,"<=50K"
"9133",41694,"<=50K"
"9134",41695,"<=50K"
"9135",41696,"<=50K"
"9136",41697,"<=50K"
"9137",41698,"<=50K"
"9138",41699,"<=50K"
"9139",41700,">50K"
"9140",41701,"<=50K"
"9141",41702,"<=50K"
"9142",41703,"<=50K"
"9143",41704,"<=50K"
"9144",41705,"<=50K"
"9145",41706,"<=50K"
"9146",41707,"<=50K"
"9147",41708,"<=50K"
"9148",41709,"<=50K"
"9149",41710,"<=50K"
"9150",41711,"<=50K"
"9151",41712,"<=50K"
"9152",41713,"<=50K"
"9153",41714,"<=50K"
"9154",41715,"<=50K"
"9155",41716,"<=50K"
"9156",41717,"<=50K"
"9157",41718,"<=50K"
"9158",41719,"<=50K"
"9159",41720,"<=50K"
"9160",41721,"<=50K"
"9161",41722,"<=50K"
"9162",41723,"<=50K"
"9163",41724,"<=50K"
"9164",41725,"<=50K"
"9165",41726,"<=50K"
"9166",41727,"<=50K"
"9167",41728,"<=50K"
"9168",41729,">50K"
"9169",41730,"<=50K"
"9170",41731,"<=50K"
"9171",41732,">50K"
"9172",41733,">50K"
"9173",41734,"<=50K"
"9174",41735,"<=50K"
"9175",41736,"<=50K"
"9176",41737,">50K"
"9177",41738,"<=50K"
"9178",41739,"<=50K"
"9179",41740,"<=50K"
"9180",41741,"<=50K"
"9181",41742,"<=50K"
"9182",41743,"<=50K"
"9183",41744,">50K"
"9184",41745,"<=50K"
"9185",41746,"<=50K"
"9186",41747,">50K"
"9187",41748,">50K"
"9188",41749,">50K"
"9189",41750,"<=50K"
"9190",41751,">50K"
"9191",41752,">50K"
"9192",41753,"<=50K"
"9193",41754,">50K"
"9194",41755,">50K"
"9195",41756,">50K"
"9196",41757,"<=50K"
"9197",41758,"<=50K"
"9198",41759,"<=50K"
"9199",41760,">50K"
"9200",41761,">50K"
"9201",41762,"<=50K"
"9202",41763,"<=50K"
"9203",41764,"<=50K"
"9204",41765,"<=50K"
"9205",41766,">50K"
"9206",41767,"<=50K"
"9207",41768,"<=50K"
"9208",41769,"<=50K"
"9209",41770,">50K"
"9210",41771,"<=50K"
"9211",41772,">50K"
"9212",41773,"<=50K"
"9213",41774,"<=50K"
"9214",41775,"<=50K"
"9215",41776,"<=50K"
"9216",41777,"<=50K"
"9217",41778,">50K"
"9218",41779,"<=50K"
"9219",41780,">50K"
"9220",41781,"<=50K"
"9221",41782,"<=50K"
"9222",41783,"<=50K"
"9223",41784,"<=50K"
"9224",41785,"<=50K"
"9225",41786,">50K"
"9226",41787,"<=50K"
"9227",41788,"<=50K"
"9228",41789,"<=50K"
"9229",41790,"<=50K"
"9230",41791,"<=50K"
"9231",41792,"<=50K"
"9232",41793,"<=50K"
"9233",41794,"<=50K"
"9234",41795,"<=50K"
"9235",41796,"<=50K"
"9236",41797,"<=50K"
"9237",41798,"<=50K"
"9238",41799,"<=50K"
"9239",41800,"<=50K"
"9240",41801,"<=50K"
"9241",41802,"<=50K"
"9242",41803,">50K"
"9243",41804,"<=50K"
"9244",41805,"<=50K"
"9245",41806,"<=50K"
"9246",41807,">50K"
"9247",41808,">50K"
"9248",41809,"<=50K"
"9249",41810,">50K"
"9250",41811,"<=50K"
"9251",41812,"<=50K"
"9252",41813,"<=50K"
"9253",41814,"<=50K"
"9254",41815,"<=50K"
"9255",41816,"<=50K"
"9256",41817,"<=50K"
"9257",41818,">50K"
"9258",41819,"<=50K"
"9259",41820,">50K"
"9260",41821,"<=50K"
"9261",41822,">50K"
"9262",41823,">50K"
"9263",41824,"<=50K"
"9264",41825,"<=50K"
"9265",41826,"<=50K"
"9266",41827,"<=50K"
"9267",41828,"<=50K"
"9268",41829,"<=50K"
"9269",41830,"<=50K"
"9270",41831,"<=50K"
"9271",41832,"<=50K"
"9272",41833,"<=50K"
"9273",41834,"<=50K"
"9274",41835,"<=50K"
"9275",41836,"<=50K"
"9276",41837,"<=50K"
"9277",41838,"<=50K"
"9278",41839,"<=50K"
"9279",41840,"<=50K"
"9280",41841,">50K"
"9281",41842,"<=50K"
"9282",41843,"<=50K"
"9283",41844,"<=50K"
"9284",41845,"<=50K"
"9285",41846,"<=50K"
"9286",41847,"<=50K"
"9287",41848,"<=50K"
"9288",41849,"<=50K"
"9289",41850,"<=50K"
"9290",41851,"<=50K"
"9291",41852,"<=50K"
"9292",41853,"<=50K"
"9293",41854,"<=50K"
"9294",41855,"<=50K"
"9295",41856,"<=50K"
"9296",41857,"<=50K"
"9297",41858,"<=50K"
"9298",41859,">50K"
"9299",41860,">50K"
"9300",41861,">50K"
"9301",41862,"<=50K"
"9302",41863,"<=50K"
"9303",41864,"<=50K"
"9304",41865,"<=50K"
"9305",41866,"<=50K"
"9306",41867,"<=50K"
"9307",41868,"<=50K"
"9308",41869,"<=50K"
"9309",41870,"<=50K"
"9310",41871,"<=50K"
"9311",41872,"<=50K"
"9312",41873,"<=50K"
"9313",41874,"<=50K"
"9314",41875,">50K"
"9315",41876,"<=50K"
"9316",41877,"<=50K"
"9317",41878,"<=50K"
"9318",41879,">50K"
"9319",41880,"<=50K"
"9320",41881,"<=50K"
"9321",41882,">50K"
"9322",41883,"<=50K"
"9323",41884,"<=50K"
"9324",41885,"<=50K"
"9325",41886,"<=50K"
